No.,ms,TR,rtr,cobid,len,data
739,4.044,R,0,185,08,C0 00 EA 61 32 00 0F 01 
740,0.393,R,0,281,08,30 00 00 00 00 00 CA 01 
741,0.246,R,0,187,08,C0 00 52 61 3A 00 07 01 
742,0.242,R,0,184,08,C0 00 BD 61 41 00 00 01 
743,3.266,R,0,702,01,05 
744,1.999,R,0,283,08,D0 FF 00 00 FD FF 01 00 
745,4.086,R,0,282,08,D4 FF 00 00 00 00 CB 01 
746,0.876,R,0,285,08,CE FF 00 00 F4 FF 01 00 
747,0.901,R,0,286,08,30 00 00 00 00 00 01 00 
748,8.462,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
749,5.060,R,0,287,08,2F 00 00 00 00 00 C8 01 
750,2.210,R,0,188,08,C0 00 7E 5D 36 00 12 01 
751,0.394,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
752,2.310,R,0,701,01,05 
753,8.560,R,0,284,08,32 00 00 00 00 00 01 00 
754,3.792,R,0,288,08,D7 FF 00 00 00 00 C8 01 
755,1.362,R,0,182,08,C0 00 4C 62 30 00 11 01 
756,1.768,R,0,186,08,C0 00 F0 5D 32 00 06 01 
757,4.595,R,0,281,08,30 00 00 00 00 00 CA 01 
758,0.246,R,0,187,08,C0 00 51 61 3A 00 07 01 
759,0.242,R,0,184,08,C0 00 BD 61 42 00 00 01 
760,0.240,R,0,185,08,C0 00 EA 61 32 00 0F 01 
761,2.867,R,0,282,08,D4 FF 00 00 00 00 CB 01 
762,2.124,R,0,283,08,D0 FF 00 00 FD FF 01 00 
763,4.864,R,0,285,08,CE FF 00 00 F4 FF 01 00 
764,0.751,R,0,286,08,30 00 00 00 00 00 01 00 
765,8.648,R,0,181,08,C0 00 8C 5D 30 00 0C 01 
766,5.096,R,0,287,08,2F 00 00 00 00 00 C8 01 
767,2.068,R,0,188,08,C0 00 80 5D 36 00 12 01 
768,0.555,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
769,1.260,R,0,70D,01,05 
770,6.729,R,0,703,01,05 
771,2.900,R,0,284,08,32 00 00 00 00 00 01 00 
772,3.614,R,0,288,08,D7 FF 00 00 00 00 C8 01 
773,1.274,R,0,182,08,C0 00 48 62 30 00 11 01 
774,1.778,R,0,186,08,C0 00 F7 5D 30 00 06 01 
775,4.771,R,0,281,08,30 00 00 00 00 00 CA 01 
776,0.246,R,0,187,08,C0 00 52 61 3A 00 07 01 
777,0.320,R,0,184,08,C0 00 BD 61 41 00 00 01 
778,0.242,R,0,185,08,C0 00 EB 61 32 00 0F 01 
779,2.603,R,0,282,08,D4 FF 00 00 00 00 CB 01 
780,2.374,R,0,283,08,D0 FF 00 00 FD FF 01 00 
781,4.776,R,0,285,08,CE FF 00 00 F4 FF 01 00 
782,0.605,R,0,286,08,30 00 00 00 00 00 01 00 
783,9.784,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
784,4.183,R,0,287,08,2F 00 00 00 00 00 C8 01 
785,1.926,R,0,188,08,C0 00 81 5D 36 00 12 01 
786,0.710,R,0,183,08,C0 00 19 5E 32 00 0F 01 
787,10.781,R,0,284,08,32 00 00 00 00 00 01 00 
788,3.444,R,0,288,08,D7 FF 00 00 00 00 C8 01 
789,1.178,R,0,182,08,C0 00 48 62 30 00 11 01 
790,1.786,R,0,186,08,C0 00 F3 5D 30 00 06 01 
791,4.928,R,0,281,08,30 00 00 00 00 00 CA 01 
792,0.246,R,0,187,08,C0 00 52 61 3A 00 07 01 
793,0.330,R,0,185,08,C0 00 EB 61 32 00 0F 01 
794,0.242,R,0,184,08,C0 00 C0 61 42 00 00 01 
795,2.422,R,0,282,08,D4 FF 00 00 00 00 CB 01 
796,2.622,R,0,283,08,D0 FF 00 00 FD FF 01 00 
797,4.692,R,0,285,08,CE FF 00 00 F4 FF 01 00 
798,0.449,R,0,286,08,30 00 00 00 00 00 01 00 
799,9.950,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
800,4.241,R,0,287,08,2F 00 00 00 00 00 C8 01 
801,1.778,R,0,188,08,C0 00 82 5D 36 00 12 01 
802,0.873,R,0,183,08,C0 00 19 5E 30 00 0F 01 
803,11.797,R,0,284,08,32 00 00 00 00 00 01 00 
804,2.270,R,0,288,08,D7 FF 00 00 00 00 C8 01 
805,1.092,R,0,182,08,C0 00 48 62 32 00 11 01 
806,1.794,R,0,186,08,C0 00 ED 5D 30 00 06 01 
807,5.086,R,0,281,08,30 00 00 00 00 00 CA 01 
808,0.282,R,0,187,08,C0 00 52 61 3A 00 07 01 
809,0.286,R,0,185,08,C0 00 EA 61 32 00 0F 01 
810,0.244,R,0,184,08,C0 00 C1 61 41 00 00 01 
811,2.258,R,0,282,08,D4 FF 00 00 00 00 CB 01 
812,2.870,R,0,283,08,D0 FF 00 00 FD FF 01 00 
813,4.602,R,0,285,08,CE FF 00 00 F4 FF 01 00 
814,0.298,R,0,286,08,30 00 00 00 00 00 01 00 
815,10.116,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
816,4.296,R,0,707,01,05 
817,1.751,R,0,188,08,C0 00 82 5D 36 00 12 01 
818,1.028,R,0,183,08,C0 00 17 5E 30 00 0F 01 
819,2.338,R,0,287,08,2F 00 00 00 00 00 C8 01 
820,0.468,R,0,706,01,05 
821,9.133,R,0,284,08,32 00 00 00 00 00 01 00 
822,2.096,R,0,288,08,D7 FF 00 00 00 00 C8 01 
823,1.000,R,0,182,08,C0 00 49 62 32 00 11 01 
824,1.804,R,0,186,08,C0 00 E9 5D 30 00 06 01 
825,5.253,R,0,281,08,30 00 00 00 00 00 CA 01 
826,0.342,R,0,187,08,C0 00 52 61 3A 00 07 01 
827,0.236,R,0,185,08,C0 00 EA 61 32 00 0F 01 
828,0.264,R,0,184,08,C0 00 C2 61 42 00 00 01 
829,2.052,R,0,282,08,D4 FF 00 00 00 00 CB 01 
830,3.112,R,0,283,08,D0 FF 00 00 FD FF 01 00 
831,4.516,R,0,285,08,CE FF 00 00 F4 FF 01 00 
832,0.246,R,0,286,08,30 00 00 00 00 00 01 00 
833,10.184,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
834,4.363,R,0,287,08,2F 00 00 00 00 00 C8 01 
835,1.484,R,0,188,08,C0 00 82 5D 36 00 12 01 
836,1.192,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
837,11.826,R,0,284,08,32 00 00 00 00 00 01 00 
838,1.924,R,0,288,08,D7 FF 00 00 00 00 C8 01 
839,0.912,R,0,182,08,C0 00 49 62 30 00 11 01 
840,1.812,R,0,186,08,C0 00 E6 5D 30 00 06 01 
841,5.419,R,0,281,08,30 00 00 00 00 00 CA 01 
842,0.406,R,0,187,08,C0 00 52 61 3B 00 07 01 
843,0.236,R,0,185,08,C0 00 EB 61 32 00 0F 01 
844,0.296,R,0,184,08,C0 00 C6 61 42 00 00 01 
845,1.786,R,0,282,08,D4 FF 00 00 00 00 CB 01 
846,3.360,R,0,283,08,D0 FF 00 00 FD FF 01 00 
847,4.419,R,0,286,08,30 00 00 00 00 00 01 00 
848,0.248,R,0,705,01,05 
849,10.323,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
850,2.526,R,0,285,08,CE FF 00 00 F4 FF 01 00 
851,1.900,R,0,287,08,2F 00 00 00 00 00 C8 01 
852,1.338,R,0,188,08,C0 00 82 5D 36 00 12 01 
853,1.344,R,0,183,08,C0 00 1A 5E 32 00 0F 01 
854,11.850,R,0,284,08,32 00 00 00 00 00 01 00 
855,2.566,R,0,182,08,C0 00 49 62 30 00 11 01 
856,0.245,R,0,288,08,D7 FF 00 00 00 00 C8 01 
857,1.584,R,0,186,08,C0 00 E2 5D 30 00 06 01 
858,5.587,R,0,281,08,30 00 00 00 00 00 CA 01 
859,0.454,R,0,187,08,C0 00 52 61 3B 00 07 01 
860,0.236,R,0,185,08,C0 00 EA 61 32 00 0F 01 
861,0.328,R,0,184,08,C0 00 C6 61 41 00 00 01 
862,1.522,R,0,282,08,D4 FF 00 00 00 00 CB 01 
863,3.616,R,0,283,08,D0 FF 00 00 FD FF 01 00 
864,4.173,R,0,286,08,30 00 00 00 00 00 01 00 
865,0.248,R,0,285,08,CE FF 00 00 F4 FF 01 00 
866,10.366,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
867,4.487,R,0,287,08,2F 00 00 00 00 00 C8 01 
868,1.198,R,0,188,08,C0 00 82 5D 36 00 12 01 
869,1.502,R,0,183,08,C0 00 1A 5E 32 00 0F 01 
870,11.863,R,0,284,08,32 00 00 00 00 00 01 00 
871,2.304,R,0,182,08,C0 00 4A 62 32 00 11 01 
872,0.262,R,0,708,01,05 
873,1.689,R,0,186,08,C0 00 E4 5D 30 00 06 01 
874,0.428,R,0,288,08,D7 FF 00 00 00 00 C8 01 
875,5.322,R,0,281,08,30 00 00 00 00 00 CA 01 
876,0.516,R,0,185,08,C0 00 EA 61 32 00 0F 01 
877,0.234,R,0,187,08,C0 00 52 61 3A 00 07 01 
878,0.362,R,0,184,08,C0 00 C5 61 42 00 00 01 
879,1.254,R,0,282,08,D4 FF 00 00 00 00 CB 01 
880,3.866,R,0,283,08,D0 FF 00 00 FD FF 01 00 
881,4.256,R,0,285,08,CE FF 00 00 F4 FF 01 00 
882,0.680,R,0,286,08,30 00 00 00 00 00 01 00 
883,9.778,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
884,4.545,R,0,287,08,2F 00 00 00 00 00 C8 01 
885,1.086,R,0,188,08,C0 00 82 5D 36 00 12 01 
886,1.639,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
887,11.872,R,0,284,08,32 00 00 00 00 00 01 00 
888,2.044,R,0,182,08,C0 00 4B 62 32 00 11 01 
889,0.360,R,0,288,08,D7 FF 00 00 00 00 C8 01 
890,1.484,R,0,186,08,C0 00 E5 5D 30 00 06 01 
891,5.917,R,0,281,08,30 00 00 00 00 00 CA 01 
892,0.504,R,0,185,08,C0 00 EA 61 32 00 0F 01 
893,0.236,R,0,187,08,C0 00 52 61 3A 00 07 01 
894,0.469,R,0,184,08,C0 00 C4 61 42 00 00 01 
895,0.986,R,0,282,08,D4 FF 00 00 00 00 CB 01 
896,4.108,R,0,283,08,D0 FF 00 00 FD FF 01 00 
897,4.172,R,0,285,08,CE FF 00 00 F4 FF 01 00 
898,0.526,R,0,286,08,30 00 00 00 00 00 01 00 
899,9.944,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
900,0.246,R,0,704,01,05 
901,4.479,R,0,287,08,2F 00 00 00 00 00 C8 01 
902,1.910,R,0,188,08,C0 00 82 5D 34 00 12 01 
903,0.827,R,0,183,08,C0 00 1A 5E 32 00 0F 01 
904,11.892,R,0,284,08,32 00 00 00 00 00 01 00 
905,1.782,R,0,182,08,C0 00 4B 62 32 00 11 01 
906,0.446,R,0,288,08,D7 FF 00 00 00 00 C8 01 
907,1.406,R,0,186,08,C0 00 E4 5D 30 00 06 01 
908,6.095,R,0,281,08,30 00 00 00 00 00 CA 01 
909,0.478,R,0,185,08,C0 00 EA 61 32 00 0F 01 
910,0.236,R,0,187,08,C0 00 52 61 3A 00 07 01 
911,1.292,R,0,702,01,05 
912,0.392,R,0,184,08,C0 00 C4 61 42 00 00 01 
913,4.092,R,0,283,08,D0 FF 00 00 FD FF 01 00 
914,1.600,R,0,282,08,D4 FF 00 00 00 00 CB 01 
915,2.480,R,0,285,08,CE FF 00 00 F4 FF 01 00 
916,0.370,R,0,286,08,30 00 00 00 00 00 01 00 
917,0.246,R,0,70E,01,05 
918,9.992,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
919,4.675,R,0,287,08,2F 00 00 00 00 00 C8 01 
920,1.754,R,0,188,08,C0 00 82 5D 36 00 12 01 
921,0.986,R,0,183,08,C0 00 19 5E 30 00 0F 01 
922,1.566,R,0,701,01,05 
923,10.457,R,0,284,08,32 00 00 00 00 00 01 00 
924,1.518,R,0,182,08,C0 00 4A 62 32 00 11 01 
925,0.537,R,0,288,08,D7 FF 00 00 00 00 C8 01 
926,1.324,R,0,186,08,C0 00 E4 5D 30 00 06 01 
927,6.716,R,0,185,08,C0 00 EA 61 32 00 0F 01 
928,0.236,R,0,187,08,C0 00 52 61 3A 00 07 01 
929,0.291,R,0,281,08,30 00 00 00 00 00 CA 01 
930,0.848,R,0,282,08,D4 FF 00 00 00 00 CB 01 
931,0.534,R,0,184,08,C0 00 C4 61 41 00 00 01 
932,4.075,R,0,283,08,D0 FF 00 00 FD FF 01 00 
933,3.994,R,0,285,08,CE FF 00 00 F4 FF 01 00 
934,0.246,R,0,286,08,30 00 00 00 00 00 01 00 
935,10.254,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
936,5.704,R,0,287,08,2F 00 00 00 00 00 C8 01 
937,0.636,R,0,188,08,C0 00 82 5D 36 00 12 01 
938,1.148,R,0,183,08,C0 00 19 5E 30 00 0F 01 
939,7.984,R,0,703,01,05 
940,4.046,R,0,284,08,32 00 00 00 00 00 01 00 
941,1.264,R,0,182,08,C0 00 4D 62 32 00 11 01 
942,0.621,R,0,288,08,D7 FF 00 00 00 00 C8 01 
943,1.238,R,0,186,08,C0 00 E4 5D 30 00 06 01 
944,6.874,R,0,185,08,C0 00 EA 61 32 00 0F 01 
945,0.284,R,0,187,08,C0 00 52 61 3A 00 07 01 
946,0.260,R,0,281,08,30 00 00 00 00 00 CA 01 
947,0.674,R,0,282,08,D4 FF 00 00 00 00 CB 01 
948,0.790,R,0,184,08,C0 00 C4 61 42 00 00 01 
949,4.066,R,0,283,08,D0 FF 00 00 FD FF 01 00 
950,3.898,R,0,285,08,CE FF 00 00 F4 FF 01 00 
951,0.246,R,0,286,08,30 00 00 00 00 00 01 00 
952,10.268,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
953,5.768,R,0,287,08,2F 00 00 00 00 00 C8 01 
954,0.490,R,0,188,08,C0 00 82 5D 36 00 12 01 
955,1.304,R,0,183,08,C0 00 19 5E 30 00 0F 01 
956,11.927,R,0,284,08,32 00 00 00 00 00 01 00 
957,0.998,R,0,182,08,C0 00 4C 62 32 00 11 01 
958,0.713,R,0,288,08,D7 FF 00 00 00 00 C8 01 
959,1.156,R,0,186,08,C0 00 E4 5D 30 00 06 01 
960,7.024,R,0,185,08,C0 00 EA 61 32 00 0F 01 
961,0.356,R,0,187,08,C0 00 52 61 3A 00 07 01 
962,0.246,R,0,281,08,30 00 00 00 00 00 CA 01 
963,0.456,R,0,282,08,D4 FF 00 00 00 00 CB 01 
964,1.058,R,0,184,08,C0 00 C4 61 42 00 00 01 
965,4.050,R,0,283,08,D0 FF 00 00 FD FF 01 00 
966,3.716,R,0,286,08,30 00 00 00 00 00 01 00 
967,0.248,R,0,285,08,CE FF 00 00 F4 FF 01 00 
968,10.372,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
969,5.818,R,0,287,08,2F 00 00 00 00 00 C8 01 
970,0.354,R,0,188,08,C0 00 7F 5D 34 00 12 01 
971,1.468,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
972,11.935,R,0,284,08,32 00 00 00 00 00 01 00 
973,1.530,R,0,288,08,D7 FF 00 00 00 00 C8 01 
974,0.246,R,0,182,08,C0 00 4C 62 32 00 11 01 
975,0.834,R,0,186,08,C0 00 E5 5D 30 00 06 01 
976,7.170,R,0,185,08,C0 00 EB 61 32 00 0F 01 
977,0.425,R,0,187,08,C0 00 52 61 3A 00 07 01 
978,0.247,R,0,281,08,30 00 00 00 00 00 CA 01 
979,1.222,R,0,282,08,D4 FF 00 00 00 00 CB 01 
980,0.326,R,0,184,08,C0 00 C3 61 42 00 00 01 
981,4.041,R,0,283,08,D0 FF 00 00 FD FF 01 00 
982,3.473,R,0,286,08,30 00 00 00 00 00 01 00 
983,0.256,R,0,285,08,CE FF 00 00 F4 FF 01 00 
984,10.530,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
985,5.878,R,0,707,01,05 
986,0.331,R,0,188,08,C0 00 81 5D 36 00 12 01 
987,1.623,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
988,1.376,R,0,706,01,05 
989,0.908,R,0,287,08,2F 00 00 00 00 00 C8 01 
990,9.793,R,0,284,08,32 00 00 00 00 00 01 00 
991,1.358,R,0,288,08,D7 FF 00 00 00 00 C8 01 
992,0.246,R,0,182,08,C0 00 4B 62 30 00 11 01 
993,1.738,R,0,186,08,C0 00 E4 5D 30 00 06 01 
994,6.334,R,0,185,08,C0 00 EA 61 32 00 0F 01 
995,0.586,R,0,281,08,30 00 00 00 00 00 CA 01 
996,0.920,R,0,187,08,C0 00 51 61 3A 00 07 01 
997,0.243,R,0,282,08,D4 FF 00 00 00 00 CB 01 
998,0.580,R,0,184,08,C0 00 C4 61 42 00 00 01 
999,4.020,R,0,283,08,D0 FF 00 00 FD FF 01 00 
1000,3.235,R,0,286,08,30 00 00 00 00 00 01 00 
1001,1.400,R,0,285,08,CE FF 00 00 F4 FF 01 00 
1002,9.552,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
1003,5.939,R,0,287,08,2F 00 00 00 00 00 C8 01 
1004,0.246,R,0,188,08,C0 00 81 5D 36 00 12 01 
1005,0.858,R,0,750,01,05 
1006,0.873,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
1007,11.971,R,0,284,08,32 00 00 00 00 00 01 00 
1008,1.176,R,0,288,08,D7 FF 00 00 00 00 C8 01 
1009,0.246,R,0,182,08,C0 00 4B 62 32 00 11 01 
1010,1.654,R,0,186,08,C0 00 E4 5D 30 00 06 01 
1011,6.486,R,0,185,08,C0 00 EA 61 32 00 0F 01 
1012,0.605,R,0,281,08,30 00 00 00 00 00 CA 01 
1013,0.972,R,0,187,08,C0 00 51 61 3A 00 07 01 
1014,0.242,R,0,282,08,D4 FF 00 00 00 00 CB 01 
1015,0.622,R,0,184,08,C0 00 C2 61 41 00 00 01 
1016,4.004,R,0,283,08,D0 FF 00 00 FD FF 01 00 
1017,2.990,R,0,286,08,30 00 00 00 00 00 01 00 
1018,1.552,R,0,705,01,05 
1019,9.687,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
1020,2.388,R,0,285,08,CE FF 00 00 F4 FF 01 00 
1021,3.532,R,0,188,08,C0 00 82 5D 36 00 12 01 
1022,0.245,R,0,287,08,2F 00 00 00 00 00 C8 01 
1023,1.702,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
1024,11.985,R,0,284,08,32 00 00 00 00 00 01 00 
1025,0.934,R,0,182,08,C0 00 4B 62 32 00 11 01 
1026,0.245,R,0,288,08,D7 FF 00 00 00 00 C8 01 
1027,1.652,R,0,186,08,C0 00 E4 5D 30 00 06 01 
1028,6.668,R,0,185,08,C0 00 EA 61 32 00 0F 01 
1029,0.583,R,0,281,08,30 00 00 00 00 00 CA 01 
1030,1.030,R,0,187,08,C0 00 52 61 3A 00 07 01 
1031,0.895,R,0,184,08,C0 00 C2 61 42 00 00 01 
1032,3.984,R,0,283,08,D0 FF 00 00 FD FF 01 00 
1033,2.754,R,0,286,08,30 00 00 00 00 00 01 00 
1034,1.706,R,0,285,08,CE FF 00 00 F4 FF 01 00 
1035,9.582,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
1036,0.735,R,0,282,08,D4 FF 00 00 00 00 CB 01 
1037,5.104,R,0,188,08,C0 00 82 5D 36 00 12 01 
1038,0.246,R,0,287,08,2F 00 00 00 00 00 C8 01 
1039,1.858,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
1040,12.008,R,0,284,08,32 00 00 00 00 00 01 00 
1041,0.666,R,0,182,08,C0 00 4B 62 32 00 11 01 
1042,0.238,R,0,708,01,05 
1043,1.770,R,0,186,08,C0 00 E4 5D 30 00 06 01 
1044,0.275,R,0,288,08,D7 FF 00 00 00 00 C8 01 
1045,7.152,R,0,281,08,30 00 00 00 00 00 CA 01 
1046,0.372,R,0,185,08,C0 00 EA 61 32 00 0F 01 
1047,0.708,R,0,187,08,C0 00 52 61 3A 00 07 01 
1048,0.937,R,0,184,08,C0 00 C0 61 41 00 00 01 
1049,3.966,R,0,283,08,D0 FF 00 00 FD FF 01 00 
1050,2.509,R,0,286,08,30 00 00 00 00 00 01 00 
1051,1.858,R,0,285,08,CE FF 00 00 F4 FF 01 00 
1052,9.598,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
1053,0.560,R,0,282,08,D4 FF 00 00 00 00 CB 01 
1054,5.194,R,0,188,08,C0 00 82 5D 36 00 12 01 
1055,0.352,R,0,287,08,2F 00 00 00 00 00 C8 01 
1056,1.912,R,0,183,08,C0 00 19 5E 32 00 0F 01 
1057,12.026,R,0,284,08,32 00 00 00 00 00 01 00 
1058,0.402,R,0,182,08,C0 00 4B 62 32 00 11 01 
1059,0.261,R,0,288,08,D7 FF 00 00 00 00 C8 01 
1060,1.650,R,0,186,08,C0 00 E4 5D 32 00 06 01 
1061,7.590,R,0,281,08,30 00 00 00 00 00 CA 01 
1062,0.358,R,0,185,08,C0 00 EA 61 32 00 0F 01 
1063,0.782,R,0,187,08,C0 00 52 61 3B 00 07 01 
1064,0.967,R,0,184,08,C0 00 C0 61 41 00 00 01 
1065,3.952,R,0,283,08,D0 FF 00 00 FD FF 01 00 
1066,2.272,R,0,286,08,30 00 00 00 00 00 01 00 
1067,2.006,R,0,285,08,CE FF 00 00 F4 FF 01 00 
1068,9.614,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
1069,0.387,R,0,282,08,D4 FF 00 00 00 00 CB 01 
1070,1.756,R,0,704,01,05 
1071,3.655,R,0,188,08,C0 00 82 5D 34 00 12 01 
1072,0.489,R,0,287,08,2F 00 00 00 00 00 C8 01 
1073,1.950,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
1074,12.035,R,0,284,08,32 00 00 00 00 00 01 00 
1075,0.248,R,0,182,08,C0 00 4C 62 32 00 11 01 
1076,0.245,R,0,288,08,D7 FF 00 00 00 00 C8 01 
1077,1.536,R,0,186,08,C0 00 E4 5D 32 00 06 01 
1078,7.759,R,0,281,08,30 00 00 00 00 00 CA 01 
1079,0.282,R,0,702,01,05 
1080,0.235,R,0,185,08,C0 00 EA 61 32 00 0F 01 
1081,0.798,R,0,187,08,C0 00 52 61 3A 00 07 01 
1082,1.001,R,0,184,08,C0 00 C0 61 41 00 00 01 
1083,3.938,R,0,283,08,D0 FF 00 00 FD FF 01 00 
1084,2.025,R,0,286,08,30 00 00 00 00 00 01 00 
1085,2.152,R,0,285,08,CE FF 00 00 F4 FF 01 00 
1086,9.630,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
1087,0.240,R,0,282,08,D4 FF 00 00 00 00 CB 01 
1088,5.366,R,0,188,08,C0 00 82 5D 36 00 12 01 
1089,0.621,R,0,287,08,2F 00 00 00 00 00 C8 01 
1090,2.940,R,0,183,08,C0 00 19 5E 32 00 0F 01 
1091,0.816,R,0,701,01,05 
1092,10.230,R,0,182,08,C0 00 4B 62 32 00 11 01 
1093,0.456,R,0,288,08,D7 FF 00 00 00 00 C8 01 
1094,0.677,R,0,284,08,32 00 00 00 00 00 01 00 
1095,0.792,R,0,186,08,C0 00 E4 5D 30 00 06 01 
1096,7.921,R,0,281,08,30 00 00 00 00 00 CA 01 
1097,0.324,R,0,185,08,C0 00 EA 61 32 00 0F 01 
1098,0.934,R,0,187,08,C0 00 52 61 3B 00 07 01 
1099,1.034,R,0,184,08,C0 00 C0 61 42 00 00 01 
1100,3.918,R,0,283,08,D0 FF 00 00 FD FF 01 00 
1101,1.786,R,0,286,08,30 00 00 00 00 00 01 00 
1102,2.304,R,0,285,08,CE FF 00 00 F4 FF 01 00 
1103,9.647,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
1104,0.240,R,0,282,08,D4 FF 00 00 00 00 CB 01 
1105,5.284,R,0,188,08,C0 00 82 5D 36 00 12 01 
1106,0.763,R,0,287,08,2F 00 00 00 00 00 C8 01 
1107,2.956,R,0,183,08,C0 00 19 5E 30 00 0F 01 
1108,3.594,R,0,70D,01,05 
1109,3.392,R,0,703,01,05 
1110,3.813,R,0,182,08,C0 00 4B 62 32 00 11 01 
1111,0.548,R,0,288,08,D7 FF 00 00 00 00 C8 01 
1112,0.842,R,0,284,08,32 00 00 00 00 00 01 00 
1113,0.542,R,0,186,08,C0 00 E4 5D 30 00 06 01 
1114,8.081,R,0,281,08,30 00 00 00 00 00 CA 01 
1115,0.308,R,0,185,08,C0 00 EA 61 32 00 0F 01 
1116,1.014,R,0,187,08,C0 00 52 61 3B 00 07 01 
1117,1.062,R,0,184,08,C0 00 C0 61 41 00 00 01 
1118,3.902,R,0,283,08,D0 FF 00 00 FD FF 01 00 
1119,1.552,R,0,286,08,30 00 00 00 00 00 01 00 
1120,2.446,R,0,285,08,CE FF 00 00 F4 FF 01 00 
1121,9.544,R,0,282,08,D4 FF 00 00 00 00 CB 01 
1122,0.244,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
1123,5.334,R,0,188,08,C0 00 81 5D 34 00 12 01 
1124,0.895,R,0,287,08,2F 00 00 00 00 00 C8 01 
1125,2.970,R,0,183,08,C0 00 17 5E 30 00 0F 01 
1126,10.434,R,0,182,08,C0 00 4C 62 32 00 11 01 
1127,0.667,R,0,288,08,D7 FF 00 00 00 00 C8 01 
1128,0.986,R,0,284,08,32 00 00 00 00 00 01 00 
1129,0.282,R,0,186,08,C0 00 E3 5D 32 00 06 01 
1130,8.247,R,0,281,08,30 00 00 00 00 00 CA 01 
1131,0.294,R,0,185,08,C0 00 EB 61 32 00 0F 01 
1132,1.086,R,0,187,08,C0 00 53 61 3B 00 07 01 
1133,1.098,R,0,184,08,C0 00 C1 61 41 00 00 01 
1134,3.884,R,0,283,08,D0 FF 00 00 FD FF 01 00 
1135,1.313,R,0,286,08,30 00 00 00 00 00 01 00 
1136,2.596,R,0,285,08,CE FF 00 00 F4 FF 01 00 
1137,9.387,R,0,282,08,D4 FF 00 00 00 00 CB 01 
1138,0.298,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
1139,5.376,R,0,188,08,C0 00 81 5D 34 00 12 01 
1140,1.030,R,0,287,08,2F 00 00 00 00 00 C8 01 
1141,2.982,R,0,183,08,C0 00 18 5E 32 00 0F 01 
1142,10.194,R,0,182,08,C0 00 4C 62 30 00 11 01 
1143,1.732,R,0,288,08,D7 FF 00 00 00 00 C8 01 
1144,0.246,R,0,186,08,C0 00 E4 5D 30 00 06 01 
1145,8.371,R,0,281,08,30 00 00 00 00 00 CA 01 
1146,0.278,R,0,185,08,C0 00 EA 61 32 00 0F 01 
1147,1.166,R,0,187,08,C0 00 4E 61 3A 00 07 01 
1148,1.122,R,0,184,08,C0 00 C2 61 41 00 00 01 
1149,3.869,R,0,283,08,D0 FF 00 00 FD FF 01 00 
1150,1.093,R,0,286,08,30 00 00 00 00 00 01 00 
1151,2.730,R,0,285,08,CE FF 00 00 F4 FF 01 00 
1152,9.224,R,0,282,08,D4 FF 00 00 00 00 CB 01 
1153,0.474,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
1154,5.296,R,0,188,08,C0 00 82 5D 36 00 12 01 
1155,1.154,R,0,707,01,05 
1156,1.970,R,0,706,01,05 
1157,1.152,R,0,183,08,C0 00 18 5E 30 00 0F 01 
1158,1.996,R,0,287,08,2F 00 00 00 00 00 C8 01 
1159,7.952,R,0,182,08,C0 00 4C 62 32 00 11 01 
1160,1.833,R,0,288,08,D7 FF 00 00 00 00 C8 01 
1161,0.246,R,0,186,08,C0 00 E4 5D 32 00 06 01 
1162,0.247,R,0,284,08,32 00 00 00 00 00 01 00 
1163,8.208,R,0,281,08,30 00 00 00 00 00 CA 01 
1164,0.260,R,0,185,08,C0 00 EA 61 32 00 0F 01 
1165,1.232,R,0,187,08,C0 00 4F 61 3A 00 07 01 
