No.,ms,TR,rtr,cobid,len,data
13441,1.444,R,0,281,08,30 00 00 00 00 00 CA 01 
13442,2.408,R,0,283,08,D0 FF 00 00 FD FF 01 00 
13443,4.850,R,0,184,08,C0 00 BE 61 42 00 00 01 
13444,1.632,R,0,288,08,D7 FF 00 00 00 00 C8 01 
13445,4.906,R,0,286,08,30 00 00 00 00 00 01 00 
13446,2.922,R,0,182,08,C0 00 4C 62 32 00 11 01 
13447,0.586,R,0,185,08,C0 00 EA 61 32 00 0F 01 
13448,2.643,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
13449,2.574,R,0,187,08,C0 00 53 61 3A 00 07 01 
13450,1.856,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
13451,2.280,R,0,282,08,D4 FF 00 00 00 00 CB 01 
13452,0.618,R,0,285,08,CE FF 00 00 F4 FF 01 00 
13453,6.977,R,0,284,08,32 00 00 00 00 00 01 00 
13454,9.486,R,0,188,08,C0 00 82 5D 36 00 12 01 
13455,2.501,R,0,184,08,C0 00 BD 61 41 00 00 01 
13456,1.362,R,0,186,08,C0 00 E4 5D 32 00 06 01 
13457,0.904,R,0,287,08,2F 00 00 00 00 00 C8 01 
13458,1.376,R,0,281,08,30 00 00 00 00 00 CA 01 
13459,2.466,R,0,283,08,D0 FF 00 00 FD FF 01 00 
13460,6.341,R,0,288,08,D7 FF 00 00 00 00 C8 01 
13461,4.820,R,0,286,08,30 00 00 00 00 00 01 00 
13462,2.912,R,0,182,08,C0 00 4C 62 32 00 11 01 
13463,0.748,R,0,185,08,C0 00 EA 61 32 00 0F 01 
13464,2.660,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
13465,2.638,R,0,187,08,C0 00 53 61 3B 00 07 01 
13466,1.852,R,0,183,08,C0 00 1A 5E 32 00 0F 01 
13467,2.044,R,0,282,08,D4 FF 00 00 00 00 CB 01 
13468,1.068,R,0,706,01,05 
13469,0.829,R,0,285,08,CE FF 00 00 F4 FF 01 00 
13470,4.156,R,0,703,01,05 
13471,2.047,R,0,284,08,32 00 00 00 00 00 01 00 
13472,9.312,R,0,188,08,C0 00 82 5D 36 00 12 01 
13473,2.672,R,0,184,08,C0 00 BD 61 42 00 00 01 
13474,1.102,R,0,186,08,C0 00 E4 5D 32 00 06 01 
13475,1.132,R,0,287,08,2F 00 00 00 00 00 C8 01 
13476,1.320,R,0,281,08,30 00 00 00 00 00 CA 01 
13477,2.520,R,0,283,08,D0 FF 00 00 FD FF 01 00 
13478,6.202,R,0,288,08,D7 FF 00 00 00 00 C8 01 
13479,4.734,R,0,286,08,30 00 00 00 00 00 01 00 
13480,1.052,R,0,70E,01,05 
13481,1.981,R,0,182,08,C0 00 4C 62 32 00 11 01 
13482,0.900,R,0,185,08,C0 00 EA 61 32 00 0F 01 
13483,2.682,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
13484,2.726,R,0,187,08,C0 00 52 61 3A 00 07 01 
13485,1.814,R,0,183,08,C0 00 1A 5E 32 00 0F 01 
13486,1.822,R,0,282,08,D4 FF 00 00 00 00 CB 01 
13487,1.934,R,0,285,08,CE FF 00 00 F4 FF 01 00 
13488,6.190,R,0,284,08,32 00 00 00 00 00 01 00 
13489,9.138,R,0,188,08,C0 00 82 5D 36 00 12 01 
13490,2.846,R,0,184,08,C0 00 BD 61 41 00 00 01 
13491,0.844,R,0,186,08,C0 00 E4 5D 30 00 06 01 
13492,1.362,R,0,287,08,2F 00 00 00 00 00 C8 01 
13493,1.258,R,0,281,08,30 00 00 00 00 00 CA 01 
13494,2.578,R,0,283,08,D0 FF 00 00 FD FF 01 00 
13495,6.061,R,0,288,08,D7 FF 00 00 00 00 C8 01 
13496,4.650,R,0,286,08,30 00 00 00 00 00 01 00 
13497,2.906,R,0,182,08,C0 00 4C 62 30 00 11 01 
13498,1.088,R,0,185,08,C0 00 EA 61 32 00 0F 01 
13499,2.664,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
13500,3.754,R,0,187,08,C0 00 52 61 3A 00 07 01 
13501,0.844,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
13502,1.588,R,0,282,08,D4 FF 00 00 00 00 CB 01 
13503,2.098,R,0,285,08,CE FF 00 00 F4 FF 01 00 
13504,6.293,R,0,284,08,32 00 00 00 00 00 01 00 
13505,8.966,R,0,188,08,C0 00 82 5D 34 00 12 01 
13506,3.014,R,0,184,08,C0 00 BD 61 42 00 00 01 
13507,0.586,R,0,186,08,C0 00 E4 5D 30 00 06 01 
13508,1.589,R,0,287,08,2F 00 00 00 00 00 C8 01 
13509,1.206,R,0,281,08,30 00 00 00 00 00 CA 01 
13510,2.628,R,0,283,08,D0 FF 00 00 FD FF 01 00 
13511,5.921,R,0,288,08,D7 FF 00 00 00 00 C8 01 
13512,4.562,R,0,286,08,30 00 00 00 00 00 01 00 
13513,2.900,R,0,182,08,C0 00 4C 62 30 00 11 01 
13514,2.222,R,0,185,08,C0 00 EA 61 32 00 0F 01 
13515,1.708,R,0,181,08,C0 00 8B 5D 2F 00 0C 01 
13516,3.808,R,0,707,01,05 
13517,0.963,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
13518,1.360,R,0,282,08,D4 FF 00 00 00 00 CB 01 
13519,2.252,R,0,285,08,CE FF 00 00 F4 FF 01 00 
13520,6.390,R,0,284,08,32 00 00 00 00 00 01 00 
13521,4.140,R,0,187,08,C0 00 52 61 3A 00 07 01 
13522,4.660,R,0,188,08,C0 00 82 5D 36 00 12 01 
13523,3.190,R,0,184,08,C0 00 BD 61 41 00 00 01 
13524,0.326,R,0,186,08,C0 00 E4 5D 30 00 06 01 
13525,1.819,R,0,287,08,2F 00 00 00 00 00 C8 01 
13526,1.146,R,0,281,08,30 00 00 00 00 00 CA 01 
13527,2.682,R,0,283,08,D0 FF 00 00 FD FF 01 00 
13528,5.777,R,0,288,08,D7 FF 00 00 00 00 C8 01 
13529,4.482,R,0,286,08,30 00 00 00 00 00 01 00 
13530,2.896,R,0,182,08,C0 00 4C 62 30 00 11 01 
13531,2.378,R,0,705,01,05 
13532,1.844,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
13533,3.864,R,0,187,08,C0 00 52 61 3A 00 07 01 
13534,0.848,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
13535,1.124,R,0,282,08,D4 FF 00 00 00 00 CB 01 
13536,0.418,R,0,185,08,C0 00 EA 61 32 00 0F 01 
13537,1.994,R,0,285,08,CE FF 00 00 F4 FF 01 00 
13538,6.499,R,0,284,08,32 00 00 00 00 00 01 00 
13539,8.622,R,0,708,01,05 
13540,2.142,R,0,188,08,C0 00 82 5D 34 00 12 01 
13541,1.338,R,0,184,08,C0 00 BD 61 42 00 00 01 
13542,0.240,R,0,186,08,C0 00 E4 5D 32 00 06 01 
13543,1.879,R,0,287,08,2F 00 00 00 00 00 C8 01 
13544,1.088,R,0,281,08,30 00 00 00 00 00 CA 01 
13545,2.744,R,0,283,08,D0 FF 00 00 FD FF 01 00 
13546,5.632,R,0,288,08,D7 FF 00 00 00 00 C8 01 
13547,4.396,R,0,286,08,30 00 00 00 00 00 01 00 
13548,2.894,R,0,182,08,C0 00 4C 62 30 00 11 01 
13549,2.536,R,0,185,08,C0 00 EA 61 32 00 0F 01 
13550,1.745,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
13551,3.928,R,0,187,08,C0 00 52 61 3A 00 07 01 
13552,0.844,R,0,183,08,C0 00 1A 5E 32 00 0F 01 
13553,0.893,R,0,282,08,D4 FF 00 00 00 00 CB 01 
13554,2.568,R,0,285,08,CE FF 00 00 F4 FF 01 00 
13555,6.606,R,0,284,08,32 00 00 00 00 00 01 00 
13556,8.444,R,0,188,08,C0 00 82 5D 36 00 12 01 
13557,3.344,R,0,186,08,C0 00 E4 5D 30 00 06 01 
13558,0.240,R,0,184,08,C0 00 BD 61 42 00 00 01 
13559,2.040,R,0,287,08,2F 00 00 00 00 00 C8 01 
13560,1.022,R,0,281,08,30 00 00 00 00 00 CA 01 
13561,2.808,R,0,283,08,D0 FF 00 00 FD FF 01 00 
13562,5.485,R,0,288,08,D7 FF 00 00 00 00 C8 01 
13563,4.316,R,0,286,08,30 00 00 00 00 00 01 00 
13564,2.886,R,0,702,01,05 
13565,1.113,R,0,182,08,C0 00 4C 62 30 00 11 01 
13566,1.708,R,0,185,08,C0 00 EA 61 32 00 0F 01 
13567,1.753,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
13568,3.992,R,0,187,08,C0 00 52 61 3B 00 07 01 
13569,0.864,R,0,183,08,C0 00 1A 5E 32 00 0F 01 
13570,0.638,R,0,282,08,D4 FF 00 00 00 00 CB 01 
13571,2.730,R,0,285,08,CE FF 00 00 F4 FF 01 00 
13572,6.708,R,0,284,08,32 00 00 00 00 00 01 00 
13573,8.266,R,0,188,08,C0 00 82 5D 34 00 12 01 
13574,3.264,R,0,186,08,C0 00 E4 5D 30 00 06 01 
13575,0.456,R,0,184,08,C0 00 BD 61 42 00 00 01 
13576,0.342,R,0,750,01,05 
13577,1.830,R,0,287,08,2F 00 00 00 00 00 C8 01 
13578,0.964,R,0,281,08,30 00 00 00 00 00 CA 01 
13579,2.868,R,0,283,08,D0 FF 00 00 FD FF 01 00 
13580,5.357,R,0,288,08,D7 FF 00 00 00 00 C8 01 
13581,4.242,R,0,286,08,30 00 00 00 00 00 01 00 
13582,2.856,R,0,182,08,C0 00 46 62 32 00 11 01 
13583,2.856,R,0,185,08,C0 00 EA 61 32 00 0F 01 
13584,1.765,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
13585,4.052,R,0,187,08,C0 00 52 61 3A 00 07 01 
13586,1.272,R,0,282,08,D4 FF 00 00 00 00 CB 01 
13587,0.572,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
13588,2.318,R,0,285,08,CE FF 00 00 F4 FF 01 00 
13589,7.801,R,0,284,08,32 00 00 00 00 00 01 00 
13590,7.102,R,0,188,08,C0 00 82 5D 36 00 12 01 
13591,3.176,R,0,186,08,C0 00 E4 5D 30 00 06 01 
13592,0.717,R,0,184,08,C0 00 BD 61 41 00 00 01 
13593,2.026,R,0,287,08,2F 00 00 00 00 00 C8 01 
13594,0.900,R,0,281,08,30 00 00 00 00 00 CA 01 
13595,2.926,R,0,283,08,D0 FF 00 00 FD FF 01 00 
13596,6.193,R,0,288,08,D7 FF 00 00 00 00 C8 01 
13597,4.140,R,0,286,08,30 00 00 00 00 00 01 00 
13598,1.888,R,0,182,08,C0 00 46 62 32 00 11 01 
13599,3.020,R,0,185,08,C0 00 EA 61 32 00 0F 01 
13600,1.772,R,0,701,01,05 
13601,4.232,R,0,187,08,C0 00 52 61 3A 00 07 01 
13602,1.034,R,0,282,08,D4 FF 00 00 00 00 CB 01 
13603,0.810,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
13604,2.026,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
13605,0.240,R,0,285,08,CE FF 00 00 F4 FF 01 00 
13606,7.891,R,0,284,08,32 00 00 00 00 00 01 00 
13607,7.916,R,0,188,08,C0 00 81 5D 36 00 12 01 
13608,2.094,R,0,186,08,C0 00 E2 5D 30 00 06 01 
13609,0.976,R,0,704,01,05 
13610,2.112,R,0,287,08,2F 00 00 00 00 00 C8 01 
13611,0.842,R,0,281,08,30 00 00 00 00 00 CA 01 
13612,2.990,R,0,283,08,D0 FF 00 00 FD FF 01 00 
13613,5.168,R,0,184,08,C0 00 BD 61 41 00 00 01 
13614,0.876,R,0,288,08,D7 FF 00 00 00 00 C8 01 
13615,4.054,R,0,286,08,30 00 00 00 00 00 01 00 
13616,1.884,R,0,182,08,C0 00 46 62 32 00 11 01 
13617,3.178,R,0,185,08,C0 00 EA 61 32 00 0F 01 
13618,1.797,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
13619,4.172,R,0,187,08,C0 00 52 61 3A 00 07 01 
13620,0.799,R,0,282,08,D4 FF 00 00 00 00 CB 01 
13621,1.040,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
13622,2.172,R,0,285,08,CE FF 00 00 F4 FF 01 00 
13623,8.021,R,0,284,08,32 00 00 00 00 00 01 00 
13624,7.736,R,0,188,08,C0 00 81 5D 36 00 12 01 
13625,2.008,R,0,186,08,C0 00 E2 5D 30 00 06 01 
13626,1.245,R,0,184,08,C0 00 BD 61 42 00 00 01 
13627,1.964,R,0,287,08,2F 00 00 00 00 00 C8 01 
13628,0.774,R,0,281,08,30 00 00 00 00 00 CA 01 
13629,3.046,R,0,283,08,D0 FF 00 00 FD FF 01 00 
13630,5.904,R,0,288,08,D7 FF 00 00 00 00 C8 01 
13631,3.970,R,0,286,08,30 00 00 00 00 00 01 00 
13632,1.880,R,0,182,08,C0 00 46 62 30 00 11 01 
13633,3.344,R,0,185,08,C0 00 EA 61 32 00 0F 01 
13634,1.803,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
13635,4.238,R,0,187,08,C0 00 52 61 3A 00 07 01 
13636,0.563,R,0,282,08,D4 FF 00 00 00 00 CB 01 
13637,1.100,R,0,706,01,05 
13638,0.296,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
13639,2.102,R,0,285,08,CE FF 00 00 F4 FF 01 00 
13640,4.880,R,0,703,01,05 
13641,3.359,R,0,284,08,32 00 00 00 00 00 01 00 
13642,7.566,R,0,188,08,C0 00 82 5D 34 00 12 01 
13643,1.918,R,0,186,08,C0 00 E3 5D 30 00 06 01 
13644,1.508,R,0,184,08,C0 00 BD 61 41 00 00 01 
13645,1.934,R,0,287,08,2F 00 00 00 00 00 C8 01 
13646,0.712,R,0,281,08,30 00 00 00 00 00 CA 01 
13647,3.104,R,0,283,08,D0 FF 00 00 FD FF 01 00 
13648,5.763,R,0,288,08,D7 FF 00 00 00 00 C8 01 
13649,3.877,R,0,286,08,30 00 00 00 00 00 01 00 
13650,1.882,R,0,182,08,C0 00 45 62 32 00 11 01 
13651,3.508,R,0,185,08,C0 00 EA 61 32 00 0F 01 
13652,1.817,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
13653,4.298,R,0,187,08,C0 00 52 61 3A 00 07 01 
13654,0.324,R,0,282,08,D4 FF 00 00 00 00 CB 01 
13655,1.506,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
13656,2.032,R,0,285,08,CE FF 00 00 F4 FF 01 00 
13657,8.225,R,0,284,08,32 00 00 00 00 00 01 00 
13658,7.386,R,0,188,08,C0 00 82 5D 34 00 12 01 
13659,1.828,R,0,186,08,C0 00 E4 5D 32 00 06 01 
13660,1.776,R,0,184,08,C0 00 BD 61 41 00 00 01 
13661,1.902,R,0,287,08,2F 00 00 00 00 00 C8 01 
13662,0.656,R,0,281,08,30 00 00 00 00 00 CA 01 
13663,3.156,R,0,283,08,D0 FF 00 00 FD FF 01 00 
13664,5.625,R,0,288,08,D7 FF 00 00 00 00 C8 01 
13665,3.792,R,0,286,08,30 00 00 00 00 00 01 00 
13666,1.878,R,0,182,08,C0 00 46 62 32 00 11 01 
13667,3.666,R,0,185,08,C0 00 EA 61 32 00 0F 01 
13668,1.826,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
13669,4.364,R,0,187,08,C0 00 52 61 3A 00 07 01 
13670,0.242,R,0,282,08,D4 FF 00 00 00 00 CB 01 
13671,1.582,R,0,183,08,C0 00 1A 5E 32 00 0F 01 
13672,1.962,R,0,285,08,CE FF 00 00 F4 FF 01 00 
13673,8.331,R,0,284,08,32 00 00 00 00 00 01 00 
13674,4.812,R,0,70D,01,05 
13675,2.521,R,0,188,08,C0 00 82 5D 34 00 12 01 
13676,1.742,R,0,186,08,C0 00 E4 5D 30 00 06 01 
13677,2.047,R,0,184,08,C0 00 BD 61 41 00 00 01 
13678,1.865,R,0,287,08,2F 00 00 00 00 00 C8 01 
13679,0.588,R,0,281,08,30 00 00 00 00 00 CA 01 
13680,3.218,R,0,283,08,D0 FF 00 00 FD FF 01 00 
13681,5.482,R,0,288,08,D7 FF 00 00 00 00 C8 01 
13682,3.704,R,0,286,08,30 00 00 00 00 00 01 00 
13683,1.876,R,0,182,08,C0 00 46 62 32 00 11 01 
13684,3.822,R,0,185,08,C0 00 EA 61 32 00 0F 01 
13685,1.850,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
13686,4.270,R,0,282,08,D4 FF 00 00 00 00 CB 01 
13687,0.244,R,0,707,01,05 
13688,1.845,R,0,183,08,C0 00 1A 5E 32 00 0F 01 
13689,1.890,R,0,285,08,CE FF 00 00 F4 FF 01 00 
13690,8.438,R,0,284,08,32 00 00 00 00 00 01 00 
13691,2.842,R,0,187,08,C0 00 52 61 3A 00 07 01 
13692,4.192,R,0,188,08,C0 00 82 5D 34 00 12 01 
13693,1.662,R,0,186,08,C0 00 E4 5D 32 00 06 01 
13694,3.292,R,0,184,08,C0 00 BD 61 41 00 00 01 
13695,1.377,R,0,281,08,30 00 00 00 00 00 CA 01 
13696,0.470,R,0,287,08,2F 00 00 00 00 00 C8 01 
13697,2.806,R,0,283,08,D0 FF 00 00 FD FF 01 00 
13698,5.336,R,0,288,08,D7 FF 00 00 00 00 C8 01 
13699,3.616,R,0,286,08,30 00 00 00 00 00 01 00 
13700,1.878,R,0,182,08,C0 00 46 62 32 00 11 01 
13701,3.978,R,0,705,01,05 
13702,1.978,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
13703,4.103,R,0,282,08,D4 FF 00 00 00 00 CB 01 
13704,0.382,R,0,187,08,C0 00 52 61 3A 00 07 01 
13705,1.632,R,0,185,08,C0 00 EA 61 32 00 0F 01 
13706,0.240,R,0,183,08,C0 00 19 5E 30 00 0F 01 
13707,1.754,R,0,285,08,CE FF 00 00 F4 FF 01 00 
13708,8.546,R,0,284,08,32 00 00 00 00 00 01 00 
13709,6.858,R,0,708,01,05 
13710,2.110,R,0,188,08,C0 00 82 5D 36 00 12 01 
13711,0.578,R,0,186,08,C0 00 E4 5D 30 00 06 01 
13712,2.559,R,0,184,08,C0 00 BD 61 42 00 00 01 
13713,1.286,R,0,281,08,30 00 00 00 00 00 CA 01 
13714,0.528,R,0,287,08,2F 00 00 00 00 00 C8 01 
13715,2.810,R,0,283,08,D0 FF 00 00 FD FF 01 00 
13716,5.188,R,0,288,08,D7 FF 00 00 00 00 C8 01 
13717,3.534,R,0,286,08,30 00 00 00 00 00 01 00 
13718,2.866,R,0,182,08,C0 00 46 62 30 00 11 01 
13719,3.142,R,0,185,08,C0 00 EA 61 32 00 0F 01 
13720,1.874,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
13721,4.550,R,0,187,08,C0 00 52 61 3B 00 07 01 
13722,0.377,R,0,282,08,D4 FF 00 00 00 00 CB 01 
13723,1.438,R,0,183,08,C0 00 1A 5E 32 00 0F 01 
13724,1.738,R,0,285,08,CE FF 00 00 F4 FF 01 00 
13725,8.644,R,0,284,08,32 00 00 00 00 00 01 00 
13726,6.692,R,0,188,08,C0 00 82 5D 36 00 12 01 
13727,2.474,R,0,186,08,C0 00 E4 5D 30 00 06 01 
13728,2.820,R,0,184,08,C0 00 BD 61 42 00 00 01 
13729,1.197,R,0,281,08,30 00 00 00 00 00 CA 01 
13730,0.594,R,0,287,08,2F 00 00 00 00 00 C8 01 
13731,2.806,R,0,283,08,D0 FF 00 00 FD FF 01 00 
13732,5.048,R,0,288,08,D7 FF 00 00 00 00 C8 01 
13733,3.442,R,0,286,08,30 00 00 00 00 00 01 00 
13734,2.866,R,0,702,01,05 
13735,1.121,R,0,182,08,C0 00 48 62 30 00 11 01 
13736,2.298,R,0,185,08,C0 00 EA 61 32 00 0F 01 
13737,1.892,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
13738,4.610,R,0,187,08,C0 00 52 61 3A 00 07 01 
13739,0.242,R,0,282,08,D4 FF 00 00 00 00 CB 01 
13740,1.578,R,0,183,08,C0 00 1A 5E 32 00 0F 01 
13741,1.684,R,0,285,08,CE FF 00 00 F4 FF 01 00 
13742,8.729,R,0,284,08,32 00 00 00 00 00 01 00 
13743,6.514,R,0,188,08,C0 00 82 5D 36 00 12 01 
13744,2.386,R,0,186,08,C0 00 E4 5D 32 00 06 01 
13745,3.089,R,0,184,08,C0 00 BD 61 42 00 00 01 
13746,1.100,R,0,281,08,30 00 00 00 00 00 CA 01 
13747,0.652,R,0,287,08,2F 00 00 00 00 00 C8 01 
13748,2.812,R,0,283,08,D0 FF 00 00 FD FF 01 00 
13749,4.904,R,0,288,08,D7 FF 00 00 00 00 C8 01 
13750,3.354,R,0,286,08,30 00 00 00 00 00 01 00 
13751,2.862,R,0,182,08,C0 00 49 62 30 00 11 01 
13752,3.450,R,0,185,08,C0 00 EA 61 32 00 0F 01 
13753,1.910,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
13754,4.581,R,0,282,08,D4 FF 00 00 00 00 CB 01 
13755,0.244,R,0,187,08,C0 00 52 61 3B 00 07 01 
13756,1.664,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
13757,2.578,R,0,285,08,CE FF 00 00 F4 FF 01 00 
13758,7.869,R,0,284,08,32 00 00 00 00 00 01 00 
13759,6.344,R,0,188,08,C0 00 7F 5D 36 00 12 01 
13760,2.302,R,0,186,08,C0 00 E4 5D 32 00 06 01 
13761,3.345,R,0,184,08,C0 00 BD 61 42 00 00 01 
13762,1.007,R,0,281,08,30 00 00 00 00 00 CA 01 
13763,0.722,R,0,287,08,2F 00 00 00 00 00 C8 01 
13764,2.802,R,0,283,08,D0 FF 00 00 FD FF 01 00 
13765,4.761,R,0,288,08,D7 FF 00 00 00 00 C8 01 
13766,3.274,R,0,286,08,30 00 00 00 00 00 01 00 
13767,2.856,R,0,182,08,C0 00 49 62 32 00 11 01 
13768,3.620,R,0,185,08,C0 00 EA 61 32 00 0F 01 
13769,1.908,R,0,701,01,05 
13770,4.532,R,0,282,08,D4 FF 00 00 00 00 CB 01 
13771,1.332,R,0,187,08,C0 00 52 61 3A 00 07 01 
13772,0.806,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
13773,1.438,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
13774,1.066,R,0,285,08,CE FF 00 00 F4 FF 01 00 
13775,7.979,R,0,284,08,32 00 00 00 00 00 01 00 
13776,6.168,R,0,188,08,C0 00 80 5D 34 00 12 01 
13777,2.212,R,0,186,08,C0 00 E4 5D 30 00 06 01 
13778,3.598,R,0,704,01,05 
13779,1.041,R,0,281,08,30 00 00 00 00 00 CA 01 
13780,0.786,R,0,287,08,2F 00 00 00 00 00 C8 01 
13781,2.798,R,0,283,08,D0 FF 00 00 FD FF 01 00 
13782,4.617,R,0,288,08,D7 FF 00 00 00 00 C8 01 
13783,1.880,R,0,184,08,C0 00 BD 61 42 00 00 01 
13784,1.315,R,0,286,08,30 00 00 00 00 00 01 00 
13785,2.856,R,0,182,08,C0 00 49 62 32 00 11 01 
13786,4.760,R,0,185,08,C0 00 EA 61 32 00 0F 01 
13787,0.943,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
13788,4.240,R,0,282,08,D4 FF 00 00 00 00 CB 01 
13789,1.560,R,0,187,08,C0 00 52 61 3A 00 07 01 
13790,0.812,R,0,183,08,C0 00 19 5E 30 00 0F 01 
13791,2.426,R,0,285,08,CE FF 00 00 F4 FF 01 00 
13792,8.081,R,0,284,08,32 00 00 00 00 00 01 00 
13793,5.990,R,0,188,08,C0 00 82 5D 36 00 12 01 
13794,2.132,R,0,186,08,C0 00 E4 5D 30 00 06 01 
13795,3.865,R,0,184,08,C0 00 BD 61 42 00 00 01 
13796,0.823,R,0,281,08,30 00 00 00 00 00 CA 01 
13797,0.848,R,0,287,08,2F 00 00 00 00 00 C8 01 
13798,2.802,R,0,283,08,D0 FF 00 00 FD FF 01 00 
13799,4.467,R,0,288,08,D7 FF 00 00 00 00 C8 01 
13800,3.104,R,0,286,08,30 00 00 00 00 00 01 00 
13801,2.854,R,0,182,08,C0 00 4B 62 32 00 11 01 
13802,4.918,R,0,185,08,C0 00 EA 61 32 00 0F 01 
13803,0.953,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
13804,4.069,R,0,282,08,D4 FF 00 00 00 00 CB 01 
13805,1.122,R,0,706,01,05 
13806,0.793,R,0,187,08,C0 00 52 61 3A 00 07 01 
13807,0.812,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
13808,2.346,R,0,285,08,CE FF 00 00 F4 FF 01 00 
13809,4.638,R,0,703,01,05 
13810,3.671,R,0,284,08,32 00 00 00 00 00 01 00 
13811,5.814,R,0,188,08,C0 00 82 5D 36 00 12 01 
13812,2.046,R,0,186,08,C0 00 E4 5D 30 00 06 01 
13813,4.132,R,0,184,08,C0 00 BD 61 41 00 00 01 
13814,0.724,R,0,281,08,30 00 00 00 00 00 CA 01 
13815,0.914,R,0,287,08,2F 00 00 00 00 00 C8 01 
13816,2.824,R,0,283,08,D0 FF 00 00 FD FF 01 00 
13817,4.299,R,0,288,08,D7 FF 00 00 00 00 C8 01 
13818,3.018,R,0,286,08,30 00 00 00 00 00 01 00 
13819,2.844,R,0,182,08,C0 00 4B 62 32 00 11 01 
13820,5.082,R,0,185,08,C0 00 EA 61 32 00 0F 01 
13821,0.460,R,0,70E,01,05 
13822,0.624,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
13823,3.896,R,0,282,08,D4 FF 00 00 00 00 CB 01 
13824,2.036,R,0,187,08,C0 00 52 61 3B 00 07 01 
13825,0.807,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
13826,2.272,R,0,285,08,CE FF 00 00 F4 FF 01 00 
13827,8.299,R,0,284,08,32 00 00 00 00 00 01 00 
13828,5.640,R,0,188,08,C0 00 82 5D 36 00 12 01 
13829,1.962,R,0,186,08,C0 00 E4 5D 30 00 06 01 
13830,4.391,R,0,184,08,C0 00 BD 61 42 00 00 01 
13831,0.632,R,0,281,08,30 00 00 00 00 00 CA 01 
13832,0.976,R,0,287,08,2F 00 00 00 00 00 C8 01 
13833,3.794,R,0,283,08,D0 FF 00 00 FD FF 01 00 
13834,3.184,R,0,288,08,D7 FF 00 00 00 00 C8 01 
13835,2.934,R,0,286,08,30 00 00 00 00 00 01 00 
13836,2.836,R,0,182,08,C0 00 4C 62 32 00 11 01 
13837,5.240,R,0,185,08,C0 00 EA 61 32 00 0F 01 
13838,0.981,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
13839,3.722,R,0,282,08,D4 FF 00 00 00 00 CB 01 
13840,2.272,R,0,187,08,C0 00 52 61 3A 00 07 01 
13841,0.806,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
13842,2.192,R,0,285,08,CE FF 00 00 F4 FF 01 00 
13843,8.408,R,0,284,08,32 00 00 00 00 00 01 00 
13844,5.464,R,0,188,08,C0 00 82 5D 36 00 12 01 
13845,1.876,R,0,186,08,C0 00 E4 5D 30 00 06 01 
13846,4.656,R,0,184,08,C0 00 BD 61 41 00 00 01 
13847,0.538,R,0,281,08,30 00 00 00 00 00 CA 01 
13848,1.038,R,0,287,08,2F 00 00 00 00 00 C8 01 
13849,3.796,R,0,283,08,D0 FF 00 00 FD FF 01 00 
13850,3.031,R,0,288,08,D7 FF 00 00 00 00 C8 01 
13851,2.870,R,0,286,08,30 00 00 00 00 00 01 00 
13852,2.810,R,0,182,08,C0 00 4C 62 30 00 11 01 
13853,5.406,R,0,185,08,C0 00 EA 61 32 00 0F 01 
13854,0.993,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
13855,3.544,R,0,282,08,D4 FF 00 00 00 00 CB 01 
13856,2.516,R,0,707,01,05 
13857,0.914,R,0,183,08,C0 00 1B 5E 32 00 0F 01 
13858,2.124,R,0,285,08,CE FF 00 00 F4 FF 01 00 
